ExitTime,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,Tag,Duration,equity
2021-05-20 10:30:00,-21,45,99,13530.125,13425.9423828125,2187.8349609375,0.007700048387394798,2021-05-10 12:30:00,,9 days 22:00:00,100000.0
2021-05-24 10:30:00,-1,45,113,13530.125,13636.134765625,-106.009765625,-0.007835091370183234,2021-05-10 12:30:00,,13 days 22:00:00,99893.990234375
2021-06-03 10:30:00,21,113,162,13636.134765625,13519.9775390625,-2439.3017578125,-0.00851833958515269,2021-05-24 10:30:00,,10 days 00:00:00,97454.6884765625
2021-07-23 10:30:00,21,211,407,14005.724609375,15060.54443359375,22151.21630859375,0.07531347742712913,2021-06-14 10:30:00,,39 days 00:00:00,119605.90478515625
2021-10-04 12:30:00,33,435,759,15075.78125,14391.5,-22581.28125,-0.045389438772866275,2021-07-29 10:30:00,,67 days 02:00:00,97024.62353515625
2021-10-26 09:30:00,26,810,868,14756.7978515625,15617.2119140625,22370.765625,0.05830628508669955,2021-10-13 14:30:00,,12 days 19:00:00,119395.38916015625
2021-11-02 09:30:00,21,197,903,13934.7890625,15912.04541015625,41522.38330078125,0.14189352553439494,2021-06-10 10:30:00,,144 days 23:00:00,160917.7724609375
2021-11-22 09:30:00,21,169,1001,13727.6328125,16646.76171875,61301.70703125,0.21264619662553352,2021-06-04 10:30:00,,170 days 23:00:00,222219.4794921875
2021-12-02 09:30:00,46,1021,1046,16358.7744140625,15801.5078125,-25634.263671875,-0.0340653026600487,2021-11-24 15:30:00,,7 days 18:00:00,196585.2158203125
2021-12-02 09:30:00,40,904,1046,15960.7880859375,15801.5078125,-6371.2109375,-0.009979474232718943,2021-11-02 10:30:00,,29 days 23:00:00,190214.0048828125
2021-12-02 09:30:00,36,876,1046,15630.9609375,15801.5078125,6139.6875,0.010910837515487826,2021-10-27 10:30:00,,35 days 23:00:00,196353.6923828125
2021-12-16 11:30:00,36,1115,1118,16205.734375,16060.515625,-5227.875,-0.008960948429712845,2021-12-15 15:30:00,,0 days 20:00:00,191125.8173828125
2021-12-17 11:30:00,-36,1123,1125,15724.689453125,15925.3759765625,-7224.71484375,-0.012762511083970418,2021-12-17 09:30:00,,0 days 02:00:00,183901.1025390625
2022-01-04 11:30:00,33,1199,1202,16489.572265625,16196.779296875,-9662.16796875,-0.017756250073288515,2022-01-03 15:30:00,,0 days 20:00:00,174238.9345703125
2022-02-08 13:30:00,-33,1252,1372,15646.025390625,14699.2890625,31242.298828125,0.0605097016327405,2022-01-13 12:30:00,,26 days 01:00:00,205481.2333984375
2022-02-18 09:30:00,8,1372,1424,14699.2890625,14209.162109375,-3921.015625,-0.033343582199181654,2022-02-08 13:30:00,,9 days 20:00:00,201560.2177734375
2022-03-02 10:30:00,-43,1470,1474,13983.185546875,14095.689453125,-4837.66796875,-0.008045656397310808,2022-03-01 13:30:00,,0 days 21:00:00,196722.5498046875
2022-03-03 10:30:00,41,1477,1481,14249.8828125,14145.4921875,-4280.015625,-0.007325718139129411,2022-03-02 13:30:00,,0 days 21:00:00,192442.5341796875
2022-03-16 10:30:00,-43,1525,1544,13424.1015625,13829.8017578125,-17445.1083984375,-0.03022177636422363,2022-03-11 12:30:00,,4 days 22:00:00,174997.42578125
2022-03-23 13:30:00,36,1573,1582,14673.0400390625,14504.7255859375,-6059.3203125,-0.011471000738559556,2022-03-22 11:30:00,,1 days 02:00:00,168938.10546875
2022-03-28 12:30:00,34,1601,1602,14829.2001953125,14729.111328125,-3403.021484375,-0.006749444735336341,2022-03-28 11:30:00,,0 days 01:00:00,165535.083984375
2022-04-01 13:30:00,33,1604,1631,14864.3193359375,14737.8603515625,-4173.146484375,-0.008507552987593536,2022-03-28 14:30:00,,3 days 23:00:00,161361.9375
2022-04-05 10:30:00,32,1636,1642,15092.4462890625,14958.2412109375,-4294.5625,-0.008892201804438948,2022-04-04 11:30:00,,0 days 23:00:00,157067.375
2022-04-21 10:30:00,-32,1644,1719,14851.7626953125,14168.595703125,21861.34375,0.04599905117007563,2022-04-05 12:30:00,,15 days 22:00:00,178928.71875
2022-04-22 14:30:00,5,1719,1730,14168.595703125,13442.884765625,-3628.5546875,-0.051219679967291265,2022-04-21 10:30:00,,1 days 04:00:00,175300.1640625
2022-04-28 12:30:00,-40,1741,1756,13147.31640625,13256.3056640625,-4359.5703125,-0.008289848243150821,2022-04-26 11:30:00,,2 days 01:00:00,170940.59375
2022-05-03 11:30:00,-39,1765,1776,13020.7412109375,13116.126953125,-3720.0439453125,-0.00732567682916363,2022-04-29 14:30:00,,3 days 21:00:00,167220.5498046875
2022-05-13 10:30:00,-39,1791,1831,12905.607421875,12322.6904296875,22733.7626953125,0.045167730051935084,2022-05-05 12:30:00,,7 days 22:00:00,189954.3125
2022-05-20 12:30:00,6,1831,1868,12322.6904296875,11641.1064453125,-4089.50390625,-0.05531129652765976,2022-05-13 10:30:00,,7 days 02:00:00,185864.80859375
2022-05-25 09:30:00,-48,1883,1886,11676.283203125,11719.435546875,-2071.3125,-0.0036957260285062077,2022-05-24 13:30:00,,0 days 20:00:00,183793.49609375
2022-06-03 10:30:00,43,1926,1929,12845.5322265625,12633.5234375,-9116.3779296875,-0.016504476834684922,2022-06-02 14:30:00,,0 days 20:00:00,174677.1181640625
2022-06-09 11:30:00,41,1948,1958,12684.701171875,12555.337890625,-5303.89453125,-0.010198370422539349,2022-06-07 15:30:00,,1 days 20:00:00,169373.2236328125
2022-06-16 10:30:00,45,1982,1992,11324.0693359375,11204.3681640625,-5386.552734375,-0.010570508562246506,2022-06-14 14:30:00,,1 days 20:00:00,163986.6708984375
2022-06-17 10:30:00,-45,1996,1999,11063.478515625,11164.89453125,-4563.720703125,-0.009166738605924873,2022-06-16 14:30:00,,0 days 20:00:00,159422.9501953125
2022-06-29 12:30:00,41,2025,2050,11660.2041015625,11575.775390625,-3461.5771484375,-0.007240757554680011,2022-06-23 15:30:00,,5 days 21:00:00,155961.373046875
2022-07-21 11:30:00,40,2123,2154,11792.435546875,12540.65576171875,29928.80859375,0.06344916721143568,2022-07-14 15:30:00,,6 days 20:00:00,185890.181640625
2022-08-03 10:30:00,47,2182,2216,12398.6083984375,13163.41650390625,35945.98095703125,0.06168499567783203,2022-07-27 11:30:00,,6 days 23:00:00,221836.16259765625
2022-08-11 09:30:00,41,2140,2257,12138.4189453125,13471.544921875,54658.1650390625,0.10982698674091429,2022-07-19 11:30:00,,22 days 22:00:00,276494.32763671875
2022-08-19 10:30:00,63,2265,2300,13410.009765625,13277.0185546875,-8378.4462890625,-0.00991730902973742,2022-08-12 10:30:00,,7 days 00:00:00,268115.88134765625
2022-08-19 10:30:00,59,2252,2300,13333.9306640625,13277.0185546875,-3357.814453125,-0.004268216987837636,2022-08-10 11:30:00,,8 days 23:00:00,264758.06689453125
2022-08-19 10:30:00,60,2218,2300,13189.57421875,13277.0185546875,5246.66015625,0.006629807337767746,2022-08-03 12:30:00,,15 days 22:00:00,270004.72705078125
2022-09-21 15:30:00,-63,2337,2459,12768.00390625,11694.89111328125,67606.10595703125,0.08404702887375026,2022-08-26 12:30:00,,26 days 03:00:00,337610.8330078125
2022-10-17 10:30:00,-88,2460,2580,11573.8349609375,11036.5361328125,47282.296875,0.04642357783210327,2022-09-22 09:30:00,,25 days 01:00:00,384893.1298828125
2022-10-20 13:30:00,103,2602,2604,11218.419921875,11102.814453125,-11907.36328125,-0.010304968931014846,2022-10-20 11:30:00,,0 days 02:00:00,372985.7666015625
2022-10-20 13:30:00,14,2580,2604,11036.5361328125,11102.814453125,927.896484375,0.006005355259559142,2022-10-17 10:30:00,,3 days 03:00:00,373913.6630859375
2022-11-01 12:30:00,101,2646,2659,11488.7392578125,11304.21484375,-18636.9658203125,-0.016061328394847196,2022-10-28 13:30:00,,3 days 23:00:00,355276.697265625
2022-11-01 12:30:00,100,2612,2659,11249.3134765625,11304.21484375,5490.13671875,0.004880419351979581,2022-10-21 14:30:00,,10 days 22:00:00,360766.833984375
2022-11-10 09:30:00,-100,2702,2705,10882.8154296875,11417.6201171875,-53480.46875,-0.04914212603855184,2022-11-09 13:30:00,,0 days 20:00:00,307286.365234375
2022-11-29 11:30:00,83,2764,2787,11625.5712890625,11466.865234375,-13172.6025390625,-0.01365146286073815,2022-11-22 12:30:00,,6 days 23:00:00,294113.7626953125
2022-11-29 11:30:00,81,2706,2787,11390.3623046875,11466.865234375,6196.7373046875,0.006716461482179303,2022-11-10 10:30:00,,19 days 01:00:00,300310.5
2022-12-05 14:30:00,76,2797,2811,11891.314453125,11760.0751953125,-9974.18359375,-0.011036564404199312,2022-11-30 14:30:00,,5 days 00:00:00,290336.31640625
2022-12-15 10:30:00,74,2847,2863,11674.6572265625,11437.0126953125,-17585.6953125,-0.020355589602177315,2022-12-12 15:30:00,,2 days 19:00:00,272750.62109375
